Actual,Predicted
20,53.098866560030174
20,50.628710143450576
28,57.514293518571286
82,58.33159064726053
30,26.50626295041247
18,37.41461355558292
42,34.73147824915526
386,59.55663464419981
14,9.326245685592205
8,56.629016393856894
48,56.01368107351026
26,59.54465154920247
30,60.325774788922786
32,39.19611478460231
44,49.468854384032994
28,59.57095666392311
28,55.673403225970354
26,59.00854601314621
18,60.0435029126932
38,32.00860007047336
8,27.78136793170137
98,58.786278881659555
100,60.0439119145149
56,57.80146113700707
32,59.16293705068032
68,60.05528923946621
68,57.92757907822724
72,57.13034714778806
82,54.087137504737285
32,59.16293705068032
14,40.81725116574298
24,56.60409567502562
46,59.442790646564866
44,48.51356911745236
2,47.14238828775569
36,50.521604877020124
22,53.08811365791958
24,53.50618295175917
22,56.69721821370831
18,54.44410455222113
22,56.08349191646728
84,58.58661396823073
40,56.58339988416533
18,52.65814809204581
282,59.90242700235439
28,53.009054379786214
100,58.980079650872476
10,53.31557794253793
20,55.82384633418757
22,58.288661224088344
60,60.33533888920764
18,56.013299631330455
116,57.51990908781745
44,56.88338787427303
206,58.31489575113035
26,48.350524807819816
6,10.986616662308144
52,59.74604027088831
44,48.20481132047345
16,53.9823451818008
16,56.22268558814625
58,54.22085953339508
20,58.716202582095946
10,43.83697171215118
2,26.86966013195711
84,58.29614065531034
192,58.1074130000829
12,53.16938383818374
82,59.211789960027765
58,59.70088410694884
92,58.314375006628524
10,53.74696581331511
50,59.20625708047553
148,59.72135380653151
28,55.111204225583705
60,59.50344127033318
52,55.763056560794034
40,46.943061118733
72,59.791800601905656
74,58.17644317899344
10,24.62696927735289
28,57.411764981373665
48,58.74998389886294
36,55.112719631140784
24,59.03321409779721
28,55.62811503260215
24,44.069473403263856
46,59.518125317276564
514,60.25597708323498
6,52.61188057183509
114,60.0279200609406
122,59.592581596363345
32,52.953153072683804
14,50.4367566014044
24,59.151881788920115
396,60.353065053107876
22,39.67328485301955
18,59.69085134199646
32,59.195994448892115
38,45.05129948156452
106,56.34059901317497
52,59.7456534396187
40,57.65745438957651
64,58.62519433487941
20,21.14136818650858
8,58.88282963266478
84,56.567998619121134
32,39.4826708627471
36,54.21837275439392
196,58.1074130000829
32,58.08007125003887
22,55.45277093535628
48,57.203455944796715
16,53.45993355063646
16,53.570891047559186
92,53.07979800379161
52,25.863139202223806
8,53.60125232596874
24,58.53757669806783
230,60.10530862739051
22,59.2244256577442
50,59.46534649476467
40,58.43775013730195
38,54.19031636892713
46,59.791800601905656
74,57.09844499320205
36,60.032529484330915
56,60.32532275906434
40,58.168283884760456
14,59.317855952912744
16,59.26398650215676
34,57.28844894583183
32,58.277114409719275
40,54.62689646656123
30,59.94318422385777
10,52.19480684314434
26,57.579875920524564
22,58.11935233416138
48,57.1606028085112
58,59.518125317276564
4,18.62843262960093
24,44.069473403263856
44,59.71402739036142
22,56.16082474037512
128,59.7294028298922
90,33.60796211128563
28,59.97176056540023
54,58.31148108334802
56,57.889170245243044
38,51.39867806875021
42,57.557478468720035
76,59.7729692299672
38,43.024885946000836
28,58.65813227926103
32,58.08806398467973
58,43.88016877493816
30,53.57313484589943
24,59.09747964132202
48,58.81645782196391
94,59.955265779315674
66,59.59129012216973
22,59.72725412090831
8,11.674224701707807
258,60.43763270911576
22,58.31284343682384
16,59.59129012216973
38,47.43442516561842
20,60.074439613609805
16,56.28267065560881
368,60.45703425640003
18,57.5977432705503
44,59.45832536504804
4,14.743405362142674
28,55.576159169291344
18,59.59538902229181
48,20.227821736109
150,56.115273308880305
80,45.879149667661174
32,36.00345318135681
48,55.974397821727145
36,59.454226464925966
38,38.04155390287307
94,59.42992683183878
62,59.62725574262083
152,59.72766486460495
22,55.02996153709159
62,59.627409624736984
18,54.48237469537334
60,60.294643655632136
78,59.791800601905656
260,58.85239091946899
80,57.22286654387855
22,55.025175897568005
30,59.37155240896465
18,59.176801924544264
18,57.134358675747414
50,45.93057712482055
34,55.73506073924487
62,59.25648899662255
44,59.45436402537305
18,57.92210481549868
106,58.96506202192981
70,44.99807535288791
42,57.311967320897175
154,60.33727507299059
72,55.15733258540097
104,57.90565495976901
78,59.53570342942901
26,55.64352329745075
100,59.68767181728931
210,59.57564031918514
34,59.689942177046895
34,59.80869287100375
248,59.62725574262083
18,53.4612914298843
34,58.74887504663164
94,48.12047247260334
84,48.91751696745109
16,52.39742942042469
44,58.88059355926462
10,53.60125232596874
112,59.54625604253607
14,58.9620991031706
28,45.05129948156452
8,53.62128079238724
26,51.16233175154794
28,44.75987250687179
36,48.261029283162486
86,60.0279200609406
16,43.292907323416976
44,52.551836020484615
58,55.26292551028209
138,57.344725128841766
58,59.588504133911236
38,59.60403885239441
38,25.11925539785343
60,56.45155521724779
114,60.11934707916565
32,48.27515962912591
50,54.241439806221834
56,48.84388323254796
40,33.98245885379539
24,50.10047292187908
12,43.46680874432917
64,57.93777098020346
14,29.442870491023218
32,28.65171598125239
246,59.86888562377702
4,0.4572080178105935
210,58.872457447598315
42,42.84249313299003
54,58.08261524036813
76,59.017472834156465
76,59.955265779315674
74,57.864808915831546
42,52.17157138178311
86,56.32525509836565
36,56.85363905559568
34,56.87482685885807
22,59.28422282982209
20,53.49865204242467
54,59.429936317168455
220,57.534029507172626
82,59.57564031918514
16,56.18133837208812
52,56.30472660602319
54,57.20920354347162
62,31.995657643778546
44,57.0246443515592
18,53.824873334594315
54,28.465310182409702
42,58.111000520640744
18,51.16163629672824
48,57.775198332933925
30,58.4268542964227
16,52.346030150890144
114,60.274823479267916
14,25.44464935087027
36,54.86590561070824
12,57.24318088481258
14,55.83952149514589
26,59.80869287100375
12,58.71474132688101
30,55.58126440197364
42,59.89819842716854
6,54.1885009873683
42,59.56536834420061
28,58.862832525799845
8,54.12805866914717
52,60.319857558901575
2,3.6106229729659916
24,59.00854601314621
90,59.86888562377702
114,55.9019839195704
72,59.745839997377665
14,52.4976169361274
70,60.10754835575199
204,55.15733258540097
52,60.123892903913486
12,60.38804493011918
62,58.07703890226882
6,53.99977289860874
34,58.37139523449904
26,59.24319312866839
12,58.11458948070172
4,25.18985863205122
44,60.13751404571972
28,42.54672586211307
36,54.32981976270058
26,58.08007125003887
36,58.29642247061534
148,60.03434781423005
22,58.97732254438871
26,54.23573248471594
24,53.944305510023206
106,59.428772032513336
28,59.01722866082019
82,60.04117931443352
34,33.409409140356985
16,58.63397690103175
8,55.18507398611914
18,55.51820426882253
46,55.10011689764894
20,50.60211116695366
28,55.44363376455213
28,59.02820603272556
14,51.60386098731178
50,59.70864708760432
50,60.151178062865895
68,58.02452671827065
32,59.44330876361285
30,7.973554666029862
24,57.15226438985577
38,54.51228650808781
40,57.68387764978453
22,38.40102323176047
32,54.21837275439392
28,58.83436616352611
20,53.72451265599786
76,58.27051936093379
8,54.29200648929705
6,48.225742430345036
20,57.44830605059295
34,24.415563184905515
30,59.643397542514634
28,32.21514532399608
46,58.708371483794224
50,57.514293518571286
44,57.494882919489456
88,55.375321389971305
6,23.76271469388334
24,50.88450040799091
8,54.00057951460431
48,55.17341648283856
24,59.70945706695765
132,60.346716214158945
36,59.29997298783895
72,59.68386085444416
12,52.661726097991064
42,58.450239225795514
8,31.532088322788503
44,27.18638610923164
22,53.22618437285924
24,58.257983006235044
42,58.328140978753346
10,54.41498179336021
128,60.25597708323498
4,0.021330293140714218
8,53.89677820078355
120,59.139613817631805
70,60.278706206974185
38,57.101023700399054
30,52.785354729909
12,55.62635975516771
26,54.14372172506841
14,42.27107815250321
20,11.81993818905417
30,42.983866324152174
38,52.19700729558317
220,58.440900480884366
28,39.912748691362914
6,45.73264162170402
4,46.16978208374312
30,60.1174740527466
32,59.351970567821894
64,56.87893086421283
408,59.599940677408014
40,58.228490361031845
20,33.5096759885847
36,56.48304458389045
38,51.32164087003002
20,59.68088115894731
8,52.68296215793676
10,53.660542763921825
32,59.03321409779721
18,55.16285686218066
38,56.48304458389045
234,56.92686644239207
10,58.64570970072089
86,57.450565456234806
24,58.51612545618445
24,59.21373533451505
46,59.7456534396187
16,58.60419588501951
46,54.63099536668331
26,60.325774788922786
26,57.25994553084007
24,56.00256176880724
136,30.571704476037098
18,57.79118826567539
80,60.028430584208834
18,22.4008087370759
156,59.87993110860398
56,38.88521654201091
42,56.77447155858318
34,60.074526836097526
168,59.588504133911236
38,26.45572787371858
106,57.28181726709221
8,46.16978208374312
32,59.01722866082019
52,60.25988840885885
20,59.45149386484458
10,31.513749564973956
28,55.030660199550475
18,59.71022708228199
20,56.990390292399475
66,59.04294244336037
30,54.1099830213207
36,52.36472932521018
24,59.33913767609546
14,53.60809377129513
8,53.708345923916006
42,56.072344308472005
60,52.953153072683804
38,54.23843870706257
92,59.43205862517825
88,53.22618437285924
18,55.55783891459648
50,59.006168301573744
88,59.80179193102122
52,57.22286654387855
100,59.979098791982054
46,59.59129012216973
48,54.86590561070824
22,51.90888968885103
48,56.61105920465782
40,35.64059890711964
114,59.65930903147705
46,58.482844462988545
10,52.544547075071776
10,53.50618295175917
24,50.60211116695366
66,51.00732535071713
68,58.751515468667634
52,56.6770915814546
80,59.569947719401945
44,60.01162598189881
10,45.29550115966491
698,59.69859711238218
40,54.65799999543418
52,36.43859863742498
22,59.500373627212916
12,53.45993355063646
48,59.19880129161346
36,54.03706879861465
114,60.22843054067653
42,34.18047999811324
28,39.52757136567318
20,55.00649330251302
32,60.03434781423005
6,45.44121464701128
40,54.62689646656123
66,57.58738625623155
34,55.73506073924487
18,39.912748691362914
12,53.98825469765017
44,56.87482685885807
42,56.988645188401044
50,57.41590415866475
110,59.57564031918514
58,42.40245729739907
164,56.64342709408572
16,54.50654766960692
26,57.220313927537404
192,59.43767187708881
144,56.149093704097375
10,48.350524807819816
42,58.732347745347504
18,54.19095892937054
144,59.68767181728931
76,58.49485190696682
12,58.632031384615914
48,50.04979133023858
18,45.3884065014461
52,59.93751408925202
20,39.964711827712286
18,43.85362783980425
58,59.306179897012015
26,59.09887380337641
56,42.5887395724328
30,50.04979133023858
44,56.87482685885807
36,29.954019242986508
66,57.41525068888142
28,57.79134989899274
26,46.96157684880228
88,59.905581434430246
16,52.026247839214555
10,30.380353732747892
28,54.31565003289351
44,58.913412028279595
28,59.39030077806915
42,59.78231731053303
88,57.84122081240536
58,58.43168558066863
26,24.491282130615183
142,59.272316604918544
38,60.325774788922786
12,54.47553325004695
40,32.617819803396316
20,52.28008000399406
50,59.65305484533057
30,58.28340171278713
10,3.0971416419823825
44,57.21161202062229
26,57.98007885481654
62,55.961916118772514
68,51.96028895838559
44,53.649997042698175
42,55.96520156353786
58,53.018221882636446
56,56.69048355550436
142,60.082096842396766
18,59.54513785465009
20,54.06427852999818
30,57.82084254419594
14,53.098866560030174
20,53.674731001573235
32,31.25784228720763
40,56.24648474798733
44,58.56917195548578
14,59.5554134768495
36,58.58916658457188
16,49.40042829658404
78,57.76836551361942
18,38.109596257067736
56,54.378564479430025
92,59.84574297619055
72,59.937003565983794
18,58.71425487175838
40,59.36788205678432
24,59.33276332175135
34,58.449218179259056
108,58.22578473738523
46,41.18429065060463
74,50.725191289508835
38,51.90888968885103
16,53.50618295175917
32,55.46780066158958
62,42.692439349459434
46,55.974397821727145
114,59.7729692299672
8,58.422182159968834
2,3.902049947658732
18,41.38787481679466
32,59.66088507958984
18,53.562632436569636
46,55.30304607274734
54,56.11885044001487
10,58.70864629154838
66,58.51634279501451
18,59.98179201124157
40,37.551798041311926
18,55.93495027214348
90,58.685027829814985
32,59.89136692696507
22,28.13938305438812
20,56.08066375948985
40,53.916556200682386
38,56.30731537401056
232,60.01459911112339
32,60.028430584208834
42,58.07773686887493
38,59.36788205678432
80,55.594473047440076
54,52.0546031761974
38,57.65745438957651
20,59.202416211369965
48,59.80108916155422
28,52.785354729909
100,57.494882919489456
32,58.44092077065476
38,42.870465958676874
18,53.60535122609082
38,59.30708147895007
16,55.14194488341167
14,57.5439626452502
10,59.711163515269895
96,60.40998435350723
6,37.02866927843131
38,59.689180189034424
62,57.84122081240536
30,55.39028300328303
40,55.30304607274734
46,52.28008000399406
2,15.034832336835414
34,55.870174911971446
48,52.551836020484615
14,40.81725116574298
102,59.06015808399238
20,38.589484857797146
20,54.018399467264544
22,56.04897630551183
200,59.86706729387788
4,47.71658730180588
16,9.392976719977923
42,53.43126676819887
24,55.21883389922374
36,31.025377785871598
28,55.030660199550475
10,56.453140025554575
34,59.60403885239441
116,55.24024378390839
44,56.59874234870329
6,48.0166692118339
46,60.36076998163214
10,57.90346394788407
46,54.86077981516666
24,57.70056539643531
22,16.83432395348982
44,58.91967612251965
28,54.25569650866707
34,59.13568660084921
28,44.628730567667226
2,3.4649094856196214
90,58.47825546052896
20,49.90407784289221
28,59.62102140496619
28,51.10725109405747
2,4.75258565399718
12,59.44970324728413
62,36.732020618088654
8,9.111312093348637
26,40.871458320999245
22,51.66886198369285
18,58.091960398854766
20,48.20481132047345
10,3.0971416419823825
206,60.47218097719935
18,58.48826341368539
54,50.1588607426402
4,44.419825661536656
50,58.48557647986281
138,60.22894106394476
18,53.425177560212816
48,58.83436616352611
36,58.814489537998824
12,59.63955667340907
62,60.05610417437722
16,25.44464935087027
52,53.946605917969755
10,55.871096357894224
56,60.38804493011918
36,52.39742942042469
24,56.22920540381365
28,0.9762005856027187
30,55.16703494198569
96,54.20999201734455
28,54.791146672621835
34,54.00996712566701
40,56.58750388952009
278,59.46528654031528
42,58.41694450910149
10,56.629016393856894
32,50.01925721756819
20,59.151881788920115
20,49.69185527127678
66,57.68387764978453
152,60.25988840885885
46,56.16171305086184
30,59.80869287100375
8,56.08349191646728
70,58.72751500006198
46,59.125793138218846
12,59.75499641495185
12,41.017171808345616
10,50.14532962671166
54,59.57095666392311
288,59.87123256202483
24,59.26398650215676
80,58.17015749438663
18,56.18133837208812
30,60.003216680939396
36,57.4341624331782
12,39.19611478460231
28,55.111204225583705
10,18.91985960429367
72,47.673446333142635
156,58.255742403062875
14,59.93098364810181
32,59.27730629330618
30,58.36846587696156
16,54.20329078315843
18,42.14549268741323
36,56.77447155858318
18,55.05147850824869
76,59.449348508450214
34,60.03434781423005
36,56.90298412702023
48,58.315770196190385
20,58.36846587696156
114,57.93777098020346
20,23.176992242190998
68,47.43442516561842
22,49.67863833617781
16,60.00259048996263
14,52.892713355655395
24,58.63397690103175
30,54.48174334361986
8,53.45963773874445
20,57.184058769863
52,59.536400943988326
18,55.69085838675275
64,59.122026803356796
24,53.72451265599786
48,56.955310213052684
8,58.92597960060334
24,56.9907534890556
26,58.3833873735475
62,59.013761056907555
80,60.12116847005075
20,55.37249078147616
6,55.32582667459904
26,55.08712585163033
34,33.55588367775994
46,60.319857558901575
16,58.860454814227374
12,56.73482304738255
102,59.5907795989015
100,59.37241182993019
16,55.55783891459648
92,59.03321409779721
12,53.89267930066147
56,58.038122031541675
20,53.009054379786214
22,52.5719139177471
182,59.145511945833334
4,11.81993818905417
2,3.8783047299189732
142,30.627543881741463
16,50.77835876697042
28,56.88939217710696
8,54.89779231843587
16,56.75484917795077
50,55.79206494177455
24,28.349925555571353
22,43.016179446023244
40,54.80939954255259
300,60.285202080931654
42,59.518125317276564
66,57.47287246714421
22,43.34090596653202
48,57.88544651263206
24,51.97139713001498
56,60.15862160778411
12,19.21128657898641
28,59.41145866732468
16,59.2376550049767
36,56.51411256283898
140,60.214271899167294
6,45.44121464701128
142,59.76178153452905
16,57.50608680071168
20,50.10047292187908
76,30.353873623561675
56,57.25994553084007
32,55.69981670622334
76,58.86059893017851
12,53.644365529771044
32,55.44363376455213
36,60.332606289126254
42,59.53621336949012
118,60.25988840885885
52,60.081182572214516
68,58.33159064726053
30,57.677449018662614
24,59.51585263243694
16,59.04877390116523
28,60.307006724023246
72,54.03513869202783
24,52.12724550548205
30,59.982206551828085
82,58.58180151271561
46,51.46166073008572
92,60.25988840885885
2,46.116973938177935
30,53.775314463633585
80,57.90565495976901
34,29.356459711689627
26,58.1307551852761
176,59.46528654031528
28,48.56658660381865
42,30.51867957484898
24,59.05670841548519
24,42.983866324152174
30,59.73673244897681
36,24.269849697559145
28,54.295263441044
66,58.047401699835916
22,49.57600679325473
24,39.92468222133415
398,59.51025191607379
108,60.36480528311175
30,56.990390292399475
52,58.132031493446675
64,59.700373583680616
6,59.611397069396624
20,53.944305510023206
46,28.74081414631007
20,57.252535670557464
42,57.359496547947884
24,59.26272259837328
26,43.46202640803995
2,11.71518409903998
58,58.715479675555336
14,59.34020087585797
28,59.565450027923525
34,44.99807535288791
60,58.71121406314434
12,41.017171808345616
50,58.43168558066863
48,59.33276332175135
12,57.21161202062229
38,29.794828004649364
34,47.370701076107935
96,59.71178970624666
22,42.76323066228861
168,59.68767181728931
26,55.95554543488261
54,49.95475943453271
16,40.52582419105025
12,13.48624873740961
32,55.308570349527024
42,58.86059893017851
86,56.975052184719175
30,54.4851612298096
18,59.34020087585797
98,60.38804493011918
56,60.24669275400841
94,59.61832003025626
30,57.42901009473396
58,44.112257223184194
66,59.721363291861195
10,15.961278940021081
10,16.533196240818704
30,60.38804493011918
28,59.588504133911236
42,59.59720735219094
18,24.491282130615183
48,60.32532275906434
78,54.62689646656123
32,60.02815942366955
50,60.03434781423005
22,60.04117931443352
46,60.325774788922786
14,38.69245020645321
24,59.66027537072537
28,53.798592022676836
24,59.767677316112064
166,60.252335318204025
8,52.575914835716546
28,54.09854341683797
18,39.43543985145382
24,55.22677729412979
24,59.91802998343415
26,58.65074970553144
14,59.951702345418106
136,34.64762419331622
106,60.304207755916984
168,59.091096235180345
26,49.86008123163862
32,47.6377961756028
58,55.15733258540097
56,58.73488007191825
26,49.40042829658404
126,55.46780066158958
36,58.407612763994734
32,59.514561883379
32,58.99612489262388
18,56.82280506880096
338,60.44694665299918
16,24.491282130615183
252,31.524262247769023
28,55.472905894271875
10,59.44882165274469
52,59.89136692696507
14,54.15267757752839
26,56.83684630072674
54,60.204817778151174
120,60.28288343822965
60,59.25322457450973
84,56.975052184719175
174,53.9210384345342
22,59.60475256048424
40,57.65473009764233
8,46.116973938177935
18,59.12830956588442
38,59.3088998088492
44,52.99412630615976
74,58.058064583815266
68,58.93610279870441
40,58.67074433461754
32,59.02630704661098
38,55.95047275442925
122,59.61832003025626
52,59.07658897680912
40,57.56125078362545
34,29.94054149199573
4,12.111365163746903
106,46.96157684880228
18,58.89562285971224
12,55.16723362329641
16,55.974397821727145
28,55.75922763628232
60,52.11711061736135
8,58.88282963266478
46,52.26282410470772
84,58.2484765245493
40,45.353096174313116
120,60.282980437650615
36,56.52063237850639
16,59.01722356333395
24,58.16712994947747
156,32.61059922562457
58,57.38106678386821
72,60.27414404978905
96,58.86059893017851
36,42.579038983984134
74,56.58750388952009
56,43.14630478193353
30,55.04421746962535
40,59.88863432688368
98,60.04117931443352
36,56.30731537401056
50,55.06403692860033
68,42.09866349445469
42,49.73622809591833
98,59.87193168729874
54,60.41623925402116
18,57.17196350942165
88,59.30574727134506
40,45.49632259105476
26,56.48304458389045
14,2.151071559329317
16,56.30653822772149
80,60.1585037539003
48,53.38347485392397
22,44.069473403263856
70,58.477304134606904
42,55.17341648283856
26,60.028430584208834
34,56.598853512900945
66,59.431040792324545
32,57.90565495976901
20,57.86615055677307
30,59.27206134328443
24,25.2989358635239
30,52.35388632330848
48,53.50618295175917
86,59.40945713225611
50,54.21246540922694
92,53.795710530044545
28,55.725382870547854
26,55.73506073924487
102,55.40263120027644
20,58.15903629813367
166,59.40213362739698
8,47.288101775102064
20,50.60211116695366
150,59.72766486460495
32,47.09171272381086
18,41.09644784210192
2,3.6106229729659916
56,56.28711889772857
34,53.88990087689983
48,58.08806398467973
58,58.786278881659555
222,59.43767187708881
18,13.954759389929457
152,57.07289370027523
10,56.01368107351026
32,60.325774788922786
10,30.088926758055155
60,56.072344308472005
20,55.6547388841855
44,60.096617955426446
32,59.998608576660125
66,59.01565450425733
52,59.017472834156465
210,60.003216680939396
52,58.14632316260921
20,57.13034714778806
38,57.45202978320394
14,56.03713778625887
42,58.09573681302185
50,58.404780978317106
48,28.811146159554593
24,53.22618437285924
14,58.74887504663164
76,59.93102230378799
52,55.703552401942844
22,51.54439155609657
86,59.223419343698666
54,60.32395645902365
32,31.356447075879625
74,55.847055906744906
10,56.12799884879186
98,59.99501377546255
34,60.478971635541356
30,59.11216835221953
136,57.811336062510186
18,55.08712585163033
10,10.102301896124331
62,58.1942203952205
124,59.86919908721735
112,58.08806398467973
166,59.701302142053436
88,58.58916658457188
4,0.8725773686969376
22,58.60707229868024
20,42.01139971864456
22,58.131400922372904
12,57.605785861820834
48,59.711163515269895
180,58.741666200488254
12,57.4341624331782
66,54.92242234137604
46,59.39542801613564
12,44.98653814726241
90,57.13610377974584
16,55.69380800779952
14,51.467354357376394
40,59.596755322332506
22,59.910422345934414
118,43.54679538041355
20,58.116185789301994
48,55.68297084703441
186,59.68220661712654
30,50.31068419226092
34,58.11226951888868
46,59.68033359070749
40,56.43970224936102
140,59.16046640966565
14,29.65178629601605
10,54.5824684145696
362,60.4653443717632
24,59.59129012216973
32,50.4337643148161
26,59.178927585143576
24,53.7226937428916
88,59.59129012216973
96,59.70002948884418
6,5.204199615858485
66,59.644042110175405
46,52.84326299517735
72,58.44092077065476
20,29.363318162212025
130,58.04570400094944
22,29.503401029956628
4,3.902049947658732
60,58.387338965572155
20,53.06904248972006
6,47.288101775102064
118,54.72705977823334
50,56.82280506880096
20,52.934757398166504
18,54.1099830213207
8,55.30304607274734
90,54.20116377718695
22,54.00057951460431
138,60.32850738900417
110,59.57777211252462
46,60.01162598189881
48,57.54979383771262
14,52.64333042347376
24,57.13610377974584
30,53.06904248972006
26,54.92230169184871
18,57.42578565044015
32,32.2518223059185
114,59.822747946819746
66,59.02470809204218
32,57.249400642673095
164,60.57013318166692
236,60.52806654281804
28,55.558551460996725
52,43.34608461167409
96,58.60427041151657
42,44.510955664426085
64,58.8943350327335
24,54.752078831089506
28,59.76673489231256
40,55.06403692860033
32,57.22286654387855
54,57.220313927537404
56,60.5428531279472
50,60.33397258916695
56,59.199718622781674
12,40.94430000118626
36,50.34121830493132
46,60.13700352245149
106,59.181179568217146
140,57.660007005917656
18,58.288661224088344
40,60.315056472519615
34,59.25203972699532
22,55.00649330251302
118,59.39488583396384
18,50.753960920250435
100,55.994979376635584
112,59.59720735219094
66,54.20099243797327
14,56.016809845240594
66,58.62301762195327
26,54.92230169184871
48,55.357959581394994
30,59.568733267998915
32,51.44310795202307
14,37.85175401762202
26,27.234830387144314
34,53.54849756083421
20,30.84016312485021
28,52.10600244573196
62,59.58648903578777
128,58.6265912663162
22,57.13610377974584
24,54.98439472358646
16,54.87580664860367
10,18.7741461169473
12,59.26398650215676
64,59.039529819824764
22,48.27515962912591
76,57.41590415866475
26,56.545419326034
72,58.22418346548083
122,58.96909265170886
76,58.460088493974894
168,58.76784848725273
72,59.02745468871058
24,57.631551563752076
44,58.732347745347504
36,59.43205862517825
30,54.490266462491896
20,58.59617676017278
36,59.181179568217146
28,60.32532275906434
10,59.048511490051716
18,50.608247432904065
24,52.91144741805464
34,55.895602378717534
20,52.661726097991064
86,59.28907773791327
220,60.015579749330506
52,60.24669275400841
136,48.261029283162486
2,9.175346821518303
60,60.319091773999226
150,59.419392890041074
46,60.26496838072017
44,57.6186085585748
28,59.20625708047553
18,52.4976169361274
20,25.56735541205991
54,57.11265337567352
20,57.17196350942165
6,59.711163515269895
50,57.7921646764823
